price,bedrooms,bathrooms,waterfront,view,condition,grade,yr_built,yr_renovated,long,lat,m2_living,m2_lot,floors,m2_above,m2_basement,m2_living15,m2_lot15
612000.00,5,2.5,0,0,3,8,1975,0,-122.122,47.6875,213.6769,650.321,0.092903,119.84487,93.83203,193.23824,676.33384
575000.00,3,2.5,0,0,3,8,2001,0,-122.095,47.4785,301.00572,3127.207883,0.185806,301.00572,0,173.72861,4046.85468
557000.00,3,2.5,0,0,3,9,1995,0,-122.213,47.7453,211.81884,1694.643623,0.092903,89.18688,122.63196,287.9993,1158.035895
375000.00,4,1.75,0,1,5,6,1943,0,-122.197,47.511,173.72861,1161.2875,0.092903,95.69009,78.03852,191.38018,1313.741323
369000.00,3,2.25,0,0,4,7,1969,0,-122.006,47.2838,169.08346,9267.260056,0.092903,169.08346,0,171.87055,10926.50764
330000.00,5,2.75,0,0,4,7,1966,0,-122.263,47.5149,222.03817,583.616646,0.092903,119.84487,102.1933,157.00607,483.281406
1031000.00,4,1.75,0,3,3,8,1941,0,-122.274,47.67,196.02533,623.193324,0.092903,130.99323,65.0321,198.81242,650.878418
550000.00,2,1,0,0,4,7,1910,0,-122.348,47.6569,91.04494,445.9344,0.092903,91.04494,0,145.85771,245.26392
338000.00,3,1.75,0,0,4,7,1947,0,-122.317,47.7623,116.12875,716.28213,0.092903,116.12875,0,124.49002,716.28213
1900000.00,4,2.5,0,2,5,9,1946,1982,-122.214,47.6154,341.88304,1240.347953,0.185806,341.88304,0,316.79923,1086.9651
235000.00,3,1,0,0,3,7,1966,0,-122.275,47.5215,207.17369,758.367189,0.092903,114.27069,92.903,221.10914,638.615222
349950.00,1,1,0,0,4,6,1918,0,-122.348,47.7055,114.27069,863.9979,0.1393545,114.27069,0,110.55457,633.59846
300000.00,5,2.5,0,0,5,7,1963,0,-122.17,47.4495,194.445979,961.54605,0.1393545,194.445979,0,141.21256,961.54605
431000.00,3,1.75,0,0,5,7,1967,0,-122.175,47.5375,154.21898,1195.197095,0.092903,154.21898,0,149.57383,1151.9972
280000.00,5,2.5,0,0,4,7,1975,0,-122.113,47.3657,151.43189,1927.73725,0.092903,102.1933,49.23859,151.43189,802.68192
295000.00,4,2.5,0,0,3,7,2011,0,-122.357,47.2957,155.798331,669.737727,0.185806,155.798331,0,207.731108,669.737727
445000.00,4,2.5,0,0,3,7,2003,0,-122.027,47.3499,277.77997,592.999849,0.185806,277.77997,0,245.26392,599.595962
550000.00,5,1,0,0,3,7,1900,2000,-121.803,47.5519,199.74145,24362.04659,0.1393545,199.74145,0,135.63838,4330.115927
515000.00,4,2.5,0,0,3,9,2003,0,-121.907,47.5666,268.48967,1399.769501,0.185806,268.48967,0,287.07027,1430.520394
555000.00,3,2.5,0,0,4,9,1987,0,-122.208,47.4326,283.35415,14730.51387,0.092903,283.35415,0,274.99288,2884.63815
265000.00,3,2.5,0,0,3,7,2006,0,-122.358,47.5132,130.99323,232.2575,0.185806,130.99323,0,119.84487,482.16657
597000.00,4,2.5,0,0,5,8,1921,0,-122.355,47.6605,211.81884,225.940096,0.185806,141.21256,70.60628,157.00607,195.003397
661000.00,2,1,0,0,4,7,1939,0,-122.409,47.6501,117.05778,538.8374,0.092903,117.05778,0,170.01249,538.8374
362764.00,3,2,0,0,3,7,2008,0,-122.026,47.696,135.63838,404.12805,0.185806,135.63838,0,161.65122,429.397666
427000.00,4,2.5,0,0,3,8,1950,0,-122.326,47.7258,148.6448,1300.642,0.092903,121.70293,26.94187,148.6448,947.6106
405000.00,3,1.75,0,0,3,7,1965,0,-122.199,47.7691,187.66406,792.555493,0.092903,187.66406,0,181.16085,784.937447
157000.00,3,1.5,0,0,3,7,1960,0,-122.29,47.4211,108.69651,1071.17159,0.092903,108.69651,0,143.99965,799.430315
246500.00,3,1.5,0,0,3,7,1960,0,-122.29,47.4211,108.69651,1071.17159,0.092903,108.69651,0,143.99965,799.430315
386500.00,2,1.5,0,0,3,7,1984,0,-122.033,47.6351,118.91584,1028.529113,0.092903,78.96755,39.94829,118.91584,1010.691737
300000.00,4,2.5,0,0,3,8,1999,0,-122.39,47.3025,248.98004,1440.739724,0.185806,248.98004,0,182.08988,1447.986158
240000.00,3,1.75,0,0,3,8,1978,0,-122.339,47.3109,164.43831,796.271613,0.092903,117.98681,46.4515,196.95436,716.375033
818500.00,5,3.5,0,1,3,9,2005,0,-122.194,47.5469,445.00537,1203.744171,0.185806,288.92833,156.07704,243.40586,1257.720814
249000.00,3,1.75,0,0,4,7,1964,0,-122.005,47.209,120.7739,789.6755,0.092903,120.7739,0,130.99323,724.6434
580000.00,4,2.25,0,0,3,8,1977,0,-122.089,47.5659,242.47683,715.3531,0.092903,157.9351,84.54173,209.96078,767.936198
2340000.00,4,2.5,0,0,3,13,1988,0,-122.126,47.5477,418.0635,3270.1856,0.092903,418.0635,0,442.21828,3270.1856
333000.00,4,2.5,0,0,3,8,1997,0,-122.107,47.3703,195.0963,684.323498,0.185806,195.0963,0,191.38018,680.421572
230000.00,2,2,0,0,3,7,1992,0,-121.981,47.1936,124.49002,706.527315,0.092903,124.49002,0,155.14801,662.955808
360500.00,3,1,0,3,3,6,1974,0,-122.291,47.5658,90.11591,574.14054,0.092903,90.11591,0,104.05136,418.0635
265000.00,3,1.75,0,0,3,8,1962,0,-122.276,47.3745,204.3866,668.9016,0.092903,117.98681,86.39979,167.2254,743.224
490000.00,2,1,0,0,3,7,1941,0,-122.403,47.5666,91.97397,464.515,0.092903,91.97397,0,209.03175,560.390896
600000.00,2,1.75,0,0,2,7,1925,0,-122.398,47.6749,109.62554,464.515,0.092903,81.75464,27.8709,136.56741,464.515
307500.00,3,1,0,0,3,7,1969,0,-122.213,47.7133,91.04494,606.65659,0.092903,91.04494,0,113.34166,624.586869
670000.00,4,2.25,0,0,3,8,1976,0,-122.194,47.6497,220.18011,895.213308,0.092903,154.21898,65.96113,218.32205,890.753964
247200.00,3,1.5,0,0,4,7,1922,1967,-122.212,47.2782,177.44473,983.192449,0.1393545,177.44473,0,164.43831,842.444404
2600000.00,4,4.5,1,4,3,11,1979,0,-122.09,47.5696,489.59881,1132.952085,0.185806,315.8702,173.72861,314.94117,920.204215
440000.00,3,1.75,0,0,4,7,1961,0,-122.127,47.6073,132.85129,780.3852,0.092903,132.85129,0,145.85771,724.6434
700000.00,4,2.5,0,0,3,8,1987,0,-122.016,47.567,231.32847,714.795682,0.185806,231.32847,0,198.81242,754.929778
756100.00,4,2,0,0,4,8,1917,0,-122.379,47.5394,185.806,772.674251,0.1393545,185.806,0,129.13517,557.510903
555000.00,4,2.75,0,0,3,8,1978,0,-122.162,47.5523,241.5478,1790.705325,0.092903,150.50286,91.04494,207.17369,940.085457
830000.00,5,3.5,0,2,3,8,2001,0,-122.292,47.5905,267.56064,348.38625,0.185806,210.88981,56.67083,191.38018,371.612
180000.00,3,1,0,0,4,6,1990,0,-121.999,47.1955,93.83203,823.399289,0.092903,93.83203,0,101.26427,781.31423
775000.00,5,3.5,0,0,3,9,2004,0,-122.119,47.7056,305.65087,520.2568,0.185806,248.05101,57.59986,290.78639,520.2568
220000.00,4,1.75,0,0,4,6,1938,0,-122.219,47.329,142.14159,1709.4152,0.1393545,142.14159,0,150.50286,1257.442105
650000.00,4,2.75,0,0,4,9,1967,0,-122.155,47.5921,187.66406,1468.79643,0.092903,150.50286,37.1612,205.31563,943.89448
410000.00,3,1.75,0,0,4,7,1961,0,-122.169,47.7012,124.49002,926.707425,0.092903,124.49002,0,124.49002,933.67515
339995.00,4,2.5,0,0,3,7,2000,0,-122.022,47.3775,202.52854,498.610401,0.185806,202.52854,0,202.52854,476.59239
1160000.00,5,1.75,0,4,5,9,1966,0,-122.111,47.6122,266.63161,899.30104,0.092903,133.78032,132.85129,273.13482,903.853287
440000.00,3,2.75,0,0,4,7,1929,0,-122.283,47.4327,192.30921,900.880391,0.185806,123.56099,68.74822,185.806,1341.147708
275000.00,2,1.75,0,0,3,6,1923,2006,-122.36,47.5224,86.39979,657.75324,0.092903,86.39979,0,102.1933,713.49504
766000.00,3,2.5,0,0,3,9,1988,0,-122.137,47.6685,210.88981,912.493266,0.185806,210.88981,0,259.19937,751.492367
231500.00,3,2.25,0,0,4,7,1973,0,-122.377,47.3076,151.43189,733.9337,0.092903,104.98039,46.4515,151.43189,761.8046
472000.00,3,2,0,0,3,9,2004,0,-121.842,47.4291,257.34131,8296.052094,0.185806,257.34131,0,189.52212,10198.05521
1325000.00,4,2.5,0,0,4,12,1990,0,-122.106,47.7139,372.54103,3444.471628,0.185806,372.54103,0,397.62484,3281.891378
265000.00,4,1.75,0,0,3,7,1955,0,-122.251,47.4861,183.01891,779.45617,0.092903,105.90942,77.10949,158.86413,1011.71367
325000.00,2,1,0,0,3,7,1948,0,-122.273,47.5543,73.39337,557.418,0.092903,73.39337,0,89.18688,557.418
364500.00,3,1.75,0,0,5,7,1954,0,-122.352,47.7508,161.65122,782.614872,0.092903,96.61912,65.0321,127.27711,782.614872
322500.00,2,1,0,0,3,6,1947,0,-122.32,47.7473,104.98039,760.318152,0.092903,104.98039,0,93.83203,760.318152
338900.00,3,1.75,0,0,3,7,1929,0,-122.284,47.5226,109.62554,371.612,0.092903,96.61912,13.00642,132.85129,371.612
910000.00,5,2.5,0,0,3,9,1993,0,-122.296,47.6265,218.32205,371.612,0.185806,218.32205,0,170.94152,371.612
1015000.00,5,2.5,0,0,3,9,1993,0,-122.296,47.6265,218.32205,371.612,0.185806,218.32205,0,170.94152,371.612
459950.00,3,1.75,0,2,5,6,1919,1934,-122.363,47.4648,171.87055,638.150707,0.092903,102.1933,69.67725,171.87055,937.948688
584950.00,4,3,0,0,3,9,2009,0,-122.129,47.4813,299.14766,578.228272,0.1393545,299.14766,0,274.06385,578.228272
252000.00,3,1.75,0,0,3,7,1987,0,-122.358,47.2837,190.45115,1051.011639,0.092903,141.21256,49.23859,150.50286,749.262695
270000.00,3,2.5,0,0,3,7,1992,0,-121.991,47.1943,132.85129,786.88841,0.092903,110.55457,22.29672,155.14801,782.057454
750000.00,4,2.5,0,0,3,10,2005,0,-121.971,47.582,298.21863,830.367014,0.185806,298.21863,0,347.45722,753.257524
775000.00,3,1.75,0,4,4,8,1960,0,-122.382,47.5837,327.01856,1147.35205,0.092903,142.14159,184.87697,198.81242,724.6434
325000.00,3,2.5,0,0,3,8,2004,0,-122.357,47.2924,209.96078,754.37236,0.185806,209.96078,0,209.03175,723.156952
810000.00,5,3.25,0,0,3,9,2012,0,-122.061,47.5933,305.65087,596.623066,0.185806,305.65087,0,298.21863,640.194573
409000.00,2,2.25,0,0,4,8,1974,0,-122.252,47.753,152.36092,197.697584,0.185806,152.36092,0,152.36092,197.697584
400000.00,4,1.75,0,0,3,7,1947,0,-122.306,47.6003,146.78674,496.10202,0.092903,104.98039,41.80635,77.10949,91.04494
530000.00,4,2.25,0,0,5,7,1962,0,-122.333,47.7567,180.23182,768.30781,0.185806,180.23182,0,167.2254,719.347929
580000.00,3,2.25,0,0,3,7,1987,0,-122.185,47.686,146.78674,790.232918,0.185806,146.78674,0,209.310459,791.069045
491300.00,3,1.75,0,1,4,7,1987,0,-122.058,47.6099,162.58025,1053.52002,0.092903,120.7739,41.80635,214.60593,1053.52002
272000.00,4,2.75,0,0,4,7,1980,0,-122.171,47.3703,168.15443,682.83705,0.092903,111.4836,56.67083,162.58025,682.83705
599950.00,3,2.5,0,4,3,9,1985,0,-122.003,47.2498,183.01891,9914.793966,0.092903,183.01891,0,270.34773,9429.097082
464000.00,3,2.5,0,0,3,8,1992,0,-121.999,47.5704,164.43831,478.078838,0.185806,164.43831,0,173.72861,478.078838
471001.00,3,1.75,0,0,5,7,1905,0,-122.349,47.6867,167.2254,557.418,0.092903,83.6127,83.6127,167.2254,278.709
230000.00,3,1.5,0,0,3,7,1980,0,-122.174,47.4062,139.3545,1079.161248,0.092903,102.1933,37.1612,170.01249,769.980064
358000.00,3,1,0,0,4,6,1959,0,-122.12,47.6195,87.32882,621.985585,0.092903,87.32882,0,114.27069,687.4822
510000.00,3,2.25,0,0,3,7,1929,0,-122.31,47.6979,217.39302,574.419249,0.092903,112.41263,104.98039,183.01891,574.419249
86500.00,3,1,0,0,3,6,1960,0,-122.341,47.3277,78.03852,880.72044,0.092903,78.03852,0,78.03852,875.14626
199950.00,3,1,0,0,3,6,1960,0,-122.341,47.3277,78.03852,880.72044,0.092903,78.03852,0,78.03852,875.14626
1712500.00,3,3.25,0,3,4,10,1978,0,-122.354,47.6299,273.13482,504.649096,0.278709,226.68332,46.4515,408.7732,510.9665
850000.00,3,2.75,0,0,4,9,1918,0,-122.38,47.577,295.43154,341.88304,0.185806,203.45757,91.97397,185.806,341.88304
542000.00,4,2.5,0,0,4,7,1928,0,-122.376,47.6885,187.66406,319.58632,0.1393545,137.49644,50.16762,141.21256,471.94724
102500.00,2,1,0,0,3,5,1937,0,-122.359,47.514,76.18046,401.34096,0.092903,76.18046,0,72.46434,689.711872
718000.00,3,1.75,0,0,3,8,1995,0,-121.719,47.4843,377.18618,12661.74987,0.092903,261.05743,116.12875,120.7739,4815.719908
625000.00,4,2.25,0,0,4,8,1977,0,-122.107,47.6142,247.12198,2061.889182,0.092903,202.52854,44.59344,247.12198,1684.795905
350000.00,3,1,0,0,4,7,1947,0,-122.321,47.7467,93.83203,1044.601332,0.092903,93.83203,0,113.34166,1044.415526
216000.00,2,1,0,0,3,6,1918,0,-122.357,47.5224,65.96113,475.66336,0.092903,65.96113,0,106.83845,116.314556
340000.00,3,1,0,0,3,7,1946,0,-122.353,47.7294,91.04494,671.502884,0.1393545,91.04494,0,99.40621,671.502884
505000.00,3,1,0,0,3,7,1908,0,-122.396,47.6604,102.1933,501.6762,0.1393545,102.1933,0,164.43831,408.7732
372000.00,5,2.5,0,0,3,8,2003,0,-122.27,47.3161,263.84452,558.34703,0.185806,263.84452,0,254.55422,511.802627
263850.00,4,2.25,0,0,4,8,1978,0,-122.388,47.313,213.6769,699.002172,0.185806,213.6769,0,210.88981,745.546575
1350000.00,4,3.25,0,4,4,11,1990,0,-122.331,47.405,498.88911,1894.106364,0.185806,498.88911,0,257.34131,2068.94981
325000.00,4,2.5,0,0,3,8,1987,0,-122.148,47.461,211.81884,919.646797,0.185806,211.81884,0,183.01891,878.026253
289000.00,2,1,0,0,3,6,1924,0,-122.355,47.5323,93.83203,719.06922,0.092903,82.68367,11.14836,95.69009,557.418
364000.00,3,2.25,0,0,3,7,1987,0,-122.265,47.77,131.92226,613.1598,0.092903,107.76748,24.15478,178.37376,734.119506
610000.00,4,2.5,0,0,5,8,1980,0,-122.186,47.6909,195.0963,817.5464,0.092903,116.12875,78.96755,195.0963,836.127
531500.00,4,2.75,0,0,4,8,1958,1972,-122.044,47.3343,288.92833,4623.317795,0.092903,288.92833,0,174.65764,1831.025227
402500.00,3,2.25,0,0,3,8,1979,0,-122.243,47.7668,200.67048,886.29462,0.185806,200.67048,0,159.79316,1169.927479
375000.00,2,1,0,0,4,5,1922,0,-122.384,47.5479,76.18046,580.64375,0.092903,76.18046,0,120.7739,580.64375
537500.00,5,2.5,0,0,5,8,1979,0,-122.276,47.5384,403.19902,846.160524,0.092903,201.59951,201.59951,188.59309,632.855236
375000.00,3,1.75,0,0,3,8,1962,0,-122.292,47.4294,195.0963,842.258598,0.092903,133.78032,61.31598,185.806,848.390196
293550.00,4,1.75,0,0,4,7,1979,0,-122.317,47.4138,116.12875,821.26252,0.092903,84.54173,31.58702,130.99323,778.341334
585000.00,6,3,0,0,3,8,1976,0,-122.098,47.7642,359.53461,4067.943661,0.185806,250.8381,108.69651,241.5478,3287.001043
225000.00,2,2.5,0,0,3,6,2003,0,-122.025,47.3492,126.34808,250.187779,0.185806,126.34808,0,126.34808,250.187779
185000.00,4,1,0,0,3,7,1957,0,-122.344,47.4887,130.0642,806.769652,0.1393545,130.0642,0,141.21256,809.370936
402000.00,3,1.5,0,0,3,7,1968,0,-122.179,47.7212,134.70935,685.159625,0.092903,93.83203,40.87732,125.41905,691.19832
585000.00,5,1.75,0,0,3,7,1963,0,-122.132,47.6003,174.65764,1543.769151,0.092903,89.18688,85.47076,159.79316,780.3852
549000.00,2,2.5,0,0,3,9,2006,0,-122.355,47.6654,128.20614,88.536559,0.278709,128.20614,0,132.85129,315.8702
1810000.00,3,2.25,0,0,4,9,1923,0,-122.412,47.6534,270.34773,1451.702278,0.1393545,233.18653,37.1612,220.18011,605.634657
345000.00,3,1.75,0,0,3,7,1967,0,-122.233,47.7119,128.20614,978.175687,0.092903,128.20614,0,155.14801,528.989682
302500.00,3,2.25,0,0,4,7,1963,0,-122.31,47.3825,287.9993,1113.442455,0.092903,166.29637,121.70293,164.43831,738.950462
218500.00,4,1.75,0,0,4,7,1964,0,-122.164,47.36,130.0642,2369.0265,0.092903,130.0642,0,201.59951,2369.0265
705000.00,2,2,0,0,5,7,1916,0,-122.338,47.6512,153.28995,635.45652,0.1393545,153.28995,0,157.9351,423.63768
191000.00,3,1,0,0,5,6,1969,0,-122.085,47.3607,78.03852,513.289075,0.092903,78.03852,0,85.47076,495.17299
695000.00,3,2.5,0,0,3,9,2001,0,-121.964,47.6498,236.90265,4204.232362,0.185806,236.90265,0,203.45757,4572.871466
350000.00,2,2.75,0,0,3,7,1947,0,-122.324,47.5102,261.98646,1093.46831,0.185806,151.43189,110.55457,157.00607,1161.2875
480000.00,3,1.75,0,0,4,7,1979,0,-122.392,47.5563,158.86413,379.04424,0.092903,104.98039,53.88374,111.4836,379.04424
220000.00,3,1,0,0,4,6,1977,0,-122.094,47.363,76.18046,483.0956,0.092903,76.18046,0,104.05136,483.0956
535000.00,4,2.25,0,0,3,7,1977,0,-122.013,47.5921,243.40586,3119.496934,0.185806,243.40586,0,234.11556,3266.46948
1000000.00,2,1.75,0,4,3,10,1951,0,-122.372,47.7616,225.75429,2173.9302,0.092903,225.75429,0,292.64445,2192.5108
592000.00,3,1.75,0,0,5,8,1940,0,-122.374,47.6981,144.92868,689.711872,0.092903,144.92868,0,127.27711,689.711872
775000.00,4,2.5,0,0,3,9,2004,0,-122.112,47.7006,284.28318,634.155878,0.185806,284.28318,0,288.92833,644.003596
320000.00,3,2.5,0,0,3,7,2003,0,-122.182,47.4794,156.07704,425.867352,0.185806,156.07704,0,200.67048,429.304763
760000.00,3,3.25,0,0,3,10,1989,0,-122.341,47.429,308.43796,1395.588866,0.185806,308.43796,0,318.65729,1395.217254
640000.00,3,2.5,0,0,4,9,1990,0,-122.028,47.6271,222.03817,772.488445,0.185806,222.03817,0,220.18011,726.129848
253200.00,3,1,0,0,4,5,1953,0,-122.166,47.4945,126.34808,542.55352,0.092903,126.34808,0,116.12875,623.193324
228000.00,2,1,0,0,3,7,1954,0,-122.198,47.3792,167.2254,858.052108,0.092903,167.2254,0,160.72219,529.640003
325000.00,3,1,0,0,4,7,1968,0,-122.073,47.7431,107.76748,884.901075,0.092903,107.76748,0,107.76748,988.48792
530000.00,4,3.25,0,0,3,8,1973,0,-122.008,47.4683,386.47648,3312.363562,0.185806,256.41228,130.0642,232.2575,3314.314525
300000.00,4,2.25,0,0,3,7,2011,0,-122.019,47.3666,154.21898,297.2896,0.185806,154.21898,0,182.08988,330.548874
418000.00,3,2,0,0,4,7,1930,0,-122.347,47.6994,130.99323,560.20509,0.1393545,130.99323,0,130.99323,585.2889
415000.00,4,1.75,0,4,3,8,1955,0,-122.244,47.508,207.17369,894.191375,0.092903,109.62554,97.54815,213.6769,762.826533
384000.00,3,2.5,0,0,3,7,2003,0,-121.871,47.5327,157.9351,371.612,0.185806,157.9351,0,157.9351,410.352551
325000.00,3,2.5,0,0,3,8,1997,0,-122.176,47.3658,192.30921,774.532311,0.185806,192.30921,0,188.59309,673.360944
600000.00,3,1.75,0,2,3,8,1955,0,-122.27,47.7588,213.6769,1178.195846,0.092903,213.6769,0,252.69616,1360.378629
760000.00,4,2.25,0,0,4,9,1978,0,-122.169,47.5923,282.42512,900.23007,0.092903,180.23182,102.1933,225.75429,900.23007
168000.00,2,1.5,0,0,4,8,1976,0,-122.318,47.3804,113.34166,331.477904,0.1393545,113.34166,0,109.62554,341.697234
405000.00,3,1,0,0,3,7,1943,0,-122.404,47.6465,89.18688,367.89588,0.092903,89.18688,0,143.99965,562.06315
479000.00,3,1,0,0,4,7,1956,0,-122.136,47.5942,137.49644,937.762882,0.092903,137.49644,0,132.85129,936.740949
549000.00,3,2,0,0,5,7,1915,0,-122.333,47.6913,144.92868,476.59239,0.092903,106.83845,38.09023,144.92868,418.0635
215000.00,3,1.5,0,0,3,7,1967,0,-122.29,47.3185,102.1933,3121.5408,0.092903,102.1933,0,145.85771,3037.9281
550000.00,2,1.5,0,2,3,7,1940,0,-122.384,47.5623,83.6127,534.19225,0.092903,83.6127,0,120.7739,131.271939
389000.00,4,1.75,0,0,4,7,1927,0,-122.332,47.7125,222.9672,715.3531,0.1393545,139.3545,83.6127,142.14159,715.3531
447500.00,3,2.5,0,0,3,8,1990,0,-121.766,47.4829,215.53496,1395.774672,0.185806,215.53496,0,213.6769,1407.015935
540000.00,5,3,0,0,3,8,2009,0,-122.228,47.7271,238.76071,519.32777,0.092903,146.78674,91.97397,187.66406,975.4815
273500.00,4,2.75,0,0,2,7,1983,0,-122.109,47.3683,120.7739,895.399114,0.092903,120.7739,0,155.14801,895.399114
257000.00,5,2.75,0,0,3,9,2002,0,-122.145,47.4887,272.20579,942.779644,0.185806,272.20579,0,272.20579,782.707775
199000.00,2,1,0,0,5,6,1943,0,-122.177,47.4763,66.89016,668.9016,0.092903,66.89016,0,90.11591,745.732381
339100.00,4,2.5,0,0,3,8,1992,0,-122.171,47.3284,218.32205,989.881465,0.185806,218.32205,0,205.31563,652.922284
435000.00,4,2.5,0,0,3,9,1991,0,-122.16,47.4341,273.13482,705.13377,0.185806,273.13482,0,236.90265,776.66908
400000.00,3,2.5,0,0,4,6,1910,0,-122.291,47.5621,187.66406,278.709,0.092903,93.83203,93.83203,155.14801,278.709
356000.00,2,1,0,0,3,7,1991,0,-121.857,47.513,132.85129,33993.57931,0.092903,93.83203,39.01926,213.6769,23552.67566
395000.00,3,1,0,0,4,7,1950,0,-122.3,47.7263,88.25785,645.768753,0.092903,88.25785,0,130.99323,668.9016
575000.00,2,1,0,0,4,7,1911,0,-122.352,47.6549,116.12875,401.34096,0.092903,78.96755,37.1612,141.21256,401.34096
515000.00,3,1.75,0,0,4,6,1925,0,-122.394,47.5589,120.7739,475.66336,0.1393545,120.7739,0,101.26427,476.034972
618250.00,4,3.25,0,0,4,8,1931,0,-122.315,47.6801,234.11556,312.15408,0.1393545,143.99965,90.11591,160.72219,312.15408
245000.00,3,1.5,0,0,3,7,1968,0,-122.194,47.7308,123.56099,661.933875,0.185806,123.56099,0,145.85771,682.83705
690000.00,3,2.75,0,0,3,9,1929,0,-122.311,47.6399,230.39944,301.00572,0.1393545,175.58667,54.81277,200.67048,301.00572
465000.00,5,2.25,0,0,3,7,1959,0,-122.044,47.5249,280.56706,929.95903,0.092903,140.28353,140.28353,163.50928,1010.598834
280000.00,3,1.75,0,0,4,7,1978,0,-122.378,47.3066,164.43831,765.52072,0.092903,115.19972,49.23859,191.38018,766.44975
285000.00,3,1.75,0,0,3,7,1960,0,-122.221,47.4883,179.30279,606.935299,0.092903,114.27069,65.0321,188.59309,553.144462
320000.00,3,2.25,0,0,3,7,1994,0,-122.027,47.3826,153.28995,654.687441,0.185806,153.28995,0,186.73503,721.205989
355000.00,4,3,0,0,4,7,1992,0,-122.433,47.3726,239.68974,891.961703,0.185806,197.88339,41.80635,176.5157,937.577076
670000.00,3,2,0,0,3,8,1965,0,-122.12,47.6275,238.76071,936.276434,0.1393545,238.76071,0,247.12198,744.431739
550000.00,1,1,0,0,3,7,1925,2014,-122.375,47.537,267.56064,702.34668,0.092903,133.78032,133.78032,130.0642,468.23112
765000.00,4,2.75,0,0,5,8,1909,0,-122.347,47.6864,247.12198,418.0635,0.1393545,172.79958,74.3224,170.01249,371.612
430000.00,3,1,0,0,3,7,1927,0,-122.279,47.5554,144.92868,485.418175,0.1393545,117.05778,27.8709,144.92868,494.429766
950000.00,3,2.5,0,2,3,9,2000,0,-122.389,47.6469,286.14124,784.844544,0.185806,286.14124,0,232.2575,594.5792
525000.00,4,1.75,0,0,4,7,1947,0,-122.271,47.5579,235.97362,668.9016,0.092903,117.98681,117.98681,153.28995,668.9016
300000.00,6,2.5,0,0,3,7,1985,0,-122.221,47.3859,286.14124,758.367189,0.092903,146.78674,139.3545,171.87055,804.354174
345000.00,3,2.75,0,0,3,8,2000,0,-122.301,47.3486,203.45757,674.289974,0.185806,203.45757,0,203.45757,803.146435
838000.00,3,3.75,0,0,3,8,1972,2000,-122.115,47.4658,272.20579,14023.24334,0.185806,272.20579,0,192.30921,4081.693305
1795000.00,5,2.75,0,3,4,9,1959,0,-122.222,47.6267,267.56064,1883.515422,0.092903,154.21898,113.34166,348.38625,1878.49866
390000.00,3,1.75,0,0,3,8,1978,0,-122.162,47.35,200.67048,9145.835835,0.185806,200.67048,0,186.177612,4127.773193
1150000.00,3,2,0,0,5,7,1979,0,-122.042,47.5836,196.02533,1747.969945,0.185806,196.02533,0,249.90907,1951.89203
295000.00,4,2.25,0,0,3,7,2003,0,-122.179,47.3604,170.01249,531.40516,0.185806,170.01249,0,182.08988,534.563862
775000.00,4,4,0,0,3,8,1920,0,-122.319,47.6887,295.43154,710.70795,0.185806,235.04459,60.38695,185.806,379.04424
380000.00,3,2.5,0,0,3,8,1993,0,-122.044,47.3722,174.65764,561.784441,0.185806,174.65764,0,196.95436,667.786764
550000.00,3,1,0,0,3,7,1959,0,-122.172,47.5851,105.90942,759.94654,0.092903,105.90942,0,140.28353,797.850964
199900.00,5,1.75,0,0,3,7,1967,0,-122.291,47.3266,167.039594,1043.486496,0.092903,167.039594,0,120.7739,1447.614546
329900.00,3,1.75,0,0,5,7,1908,0,-122.271,47.5362,155.14801,483.931727,0.1393545,155.14801,0,184.87697,460.79888
898000.00,3,2.25,0,0,3,8,1964,0,-122.164,47.6113,239.68974,1027.50718,0.092903,239.68974,0,239.68974,1288.378804
875000.00,4,2.25,0,2,5,8,1970,0,-122.074,47.5836,345.59916,1150.510752,0.092903,172.79958,172.79958,295.43154,1443.805523
375000.00,4,2.5,0,0,3,9,2005,0,-122.31,47.3681,259.19937,739.136268,0.185806,259.19937,0,154.21898,761.061376
365000.00,3,2.5,0,0,3,8,2004,0,-122.039,47.3506,203.45757,472.969173,0.185806,203.45757,0,204.3866,552.587044
530000.00,4,2.75,0,0,4,7,1930,0,-122.307,47.6871,211.81884,264.77355,0.1393545,143.07062,68.74822,156.07704,353.0314
225500.00,3,1,0,0,4,6,1969,0,-122.081,47.3643,102.1933,483.0956,0.092903,102.1933,0,85.47076,483.0956
318000.00,4,2.25,0,0,3,8,1969,0,-122.192,47.4651,202.52854,650.321,0.092903,156.07704,46.4515,185.806,743.224
910000.00,4,2.5,0,0,4,9,1986,0,-122.081,47.562,257.34131,910.263594,0.185806,257.34131,0,282.42512,1031.2233
207000.00,3,1,0,0,4,7,1943,0,-122.282,47.3221,183.94794,1740.07319,0.092903,118.91584,65.0321,125.976468,877.93335
1886700.00,5,3.5,0,0,3,11,2004,0,-122.202,47.5873,388.33454,1666.215305,0.185806,388.33454,0,274.06385,1278.34528
624500.00,6,3,0,0,4,8,1980,0,-122.033,47.575,281.49609,2965.46376,0.092903,155.14801,126.34808,268.48967,3260.8953
640000.00,3,2.5,0,0,3,8,2007,0,-122.385,47.6443,157.00607,144.278359,0.2322575,157.00607,0,177.44473,144.278359
500000.00,3,2,0,0,3,8,1986,0,-121.99,47.4726,184.87697,6070.28202,0.185806,184.87697,0,196.95436,5503.666623
