durasi;REV_VOICE;Rasio.on.net;REV_SMS;REV_DATA
1170.666667;88910.66667;0.995390162;38525;13323
3882;157981;0.99700778;78558.33333;73064.66667
0;2887.666667;0.866666667;5825;135627
192.3333333;35440;0.96430367;34641.66667;3094.666667
1376.666667;90601.33333;1;28191.66667;17333.33333
6.666666667;7477.666667;1;39697.66667;22927
130;27718.33333;1;36251.33333;21500
1209.333333;56816.66667;0.989483979;7542.666667;60
78.66666667;139657.6667;0.741693005;1025;7380
987.3333333;137427.3333;1;7750;190652
225;176113;0.979587682;3500;6000
3.333333333;10353.66667;0.8125;4425;78000
118;115582;0.982433097;11433.33333;112062.6667
555.6666667;50157;1;16883.33333;840
65.66666667;83499.66667;0.911193824;20283.33333;5580
56;30783.33333;0.911560799;5409.666667;116866.6667
744.6666667;49092.33333;0.982141443;10125;53750
207;72315.33333;0.993909299;16508.33333;44636
58;67312;0.933071046;3483.333333;7255
31.33333333;82414.66667;1;1700;25000
800.6666667;200282.3333;0.876114082;53525;60
360.6666667;42356.66667;0.780830281;3741.666667;75000.33333
18;15205.66667;0.98245614;8766.666667;85394.66667
215.6666667;94312.33333;0.984802717;6325;32154.33333
30.66666667;10959.33333;1;2200;31332
216.6666667;97327;0.967461579;1666.666667;103339
3.333333333;5388.666667;1;23567.66667;37086.66667
5.333333333;10187.33333;0.7;6775;27905.33333
28;27153.33333;0.992907801;11000;211677.6667
99.66666667;36546.66667;0.984126984;22150;27849
362.3333333;80093;1;16575;9932.666667
383.3333333;108335;0.946064193;166550;60
22.66666667;63446.33333;0.968428595;3733.333333;5622
32.33333333;38240.33333;0.895044047;63125;60
430.6666667;41400;1;1841.666667;10121
25.66666667;29370.33333;0.792857143;8775;94876
142.3333333;34035;1;21025;60000
214;42359.66667;1;18908.33333;2622.5
36;13716.66667;0.872727273;287.5;86091.66667
2602;112360;0.98986055;26308.33333;34874.66667
1121;76530.66667;0.98906914;15725;29410
182.6666667;258638.3333;0.914644272;51566.66667;118387.3333
42.66666667;15747.66667;0.451770452;54380.33333;24142.33333
67.66666667;22666.66667;0.777777778;15258.33333;50001
40;24967;0.511965812;1033.333333;89214.33333
16.66666667;9253.333333;1;38700;39250
1.5;3433.5;1;300;87347.66667
90.66666667;34390.66667;0.707453817;46075;18497.33333
2;3232.666667;1;7750.666667;192712.3333
46.33333333;51596.66667;0.418563686;3225;57500
1031;150918.3333;0.992033167;4625;35000
75;36434;0.838204707;1308.333333;147076.6667
897.3333333;119586;0.995641026;49650;8940
60.66666667;56507.66667;0.68646566;2533.333333;207638.6667
58;2544;0.923319328;1105.666667;66775.33333
446.6666667;62506.66667;1;36591.66667;10001
1198.333333;157171.6667;0.831135368;6166.666667;7178
46;23600.33333;0.936111111;2758.333333;26781
140.6666667;83834;0.728316518;5508.333333;135836
1533.333333;70023;0.998945148;76683.33333;780
195.6666667;27810;1;12591.66667;74267.33333
234;142789.6667;0.993558776;14991.66667;5559
388;95203.66667;0.990531247;46800;11880
296;107513.3333;0.807866399;8758.333333;8120
2;3755.333333;1;1725;144947.6667
3.333333333;9255.666667;1;2733.333333;122000
181.3333333;19977;0.965542739;650;66740
102.6666667;68027;0.983232323;43400;86178.66667
847.6666667;96444.33333;0.909126659;37350;60
332.6666667;71412.66667;0.994587168;33875;35640.66667
2034.333333;65471;0.993589744;2900;30000
1034.666667;142367;0.996336996;14650;10000.5
316.6666667;110235.3333;0.932996633;28487.5;60
1810.666667;248823.3333;0.96344671;22575;33334
154.3333333;51232.33333;0.988304094;7450;25370
23.66666667;38649.33333;0.676601177;23850;402291.6667
305.6666667;66211;0.955856033;15491.66667;2100
1;1596;1;550;76666.66667
34.66666667;30346.66667;0.941666667;3175;66879
168.6666667;84829.33333;0.851757147;15483.33333;70234
1428;43584.33333;0.972341502;9496.666667;96576
1120;637262.6667;0.844891066;77400;64046.66667
5;4526.333333;0.8;928.5;394001.3333
39.33333333;15116.66667;0.980392157;10000;71219
54.33333333;9569.333333;0.971428571;1458.333333;92473.33333
1;7258;1;16725;76000
58;23724;0.664760508;100083.3333;1903
695.3333333;193795.3333;0.946520147;6791.666667;13350
202.6666667;307345.6667;0.969436828;39216.66667;25646.33333
929.6666667;117676.6667;0.999439776;9925;8821
1355.333333;112841.3333;0.996168582;8991.666667;1192
98.66666667;10181;1;6241.666667;245486
15.66666667;9871.666667;0.888888889;798;118983
1158.333333;228773;0.983736917;101966.6667;197431
1197.333333;70204.33333;0.990990991;6533.333333;18812.33333
2026;194529;0.994467873;55300;2865.666667
802;93304;0.990774571;3708.333333;180
120.3333333;207839;0.712753201;9841.666667;224426.6667
955.6666667;122268;0.978489511;61308.33333;3750
75;59929.5;0.43852459;2262.5;34631.33333
293.3333333;75264;0.998575499;5958.333333;15000
478;72350;0.969840773;30450;120
50;89619;0.743787879;23133.33333;120
48;7637.666667;0.818264343;964.3333333;79394.66667
140.6666667;153529.3333;0.882816295;38250;9202
21.33333333;18918;0.897519841;24162.66667;344543
106.3333333;37154.66667;0.984567901;5666.666667;61897.66667
10.5;2953;1;23441.66667;79258.66667
7.5;22600;0.514662757;3875;39125.33333
656.3333333;113640.6667;0.965406777;15475;380
28.66666667;19170;0.993939394;19805.66667;8378
23;34291;0.615698238;12500;1438
167.6666667;89574;0.871467629;1766.666667;11680
93;27491.66667;1;19191.66667;63266.66667
355.6666667;374916.3333;0.994350283;27783.33333;52066.66667
282.6666667;280530.6667;0.656056492;8125;75001
354;71653.33333;1;1683.333333;6900
21;41288;0.879350923;1500;57500
58.66666667;63791.33333;0.551428571;6291.666667;72280.66667
256;92375.33333;0.955168716;1575;58567.5
46.66666667;63128.33333;0.929315476;6316.666667;142393.6667
139.6666667;130505.6667;0.922951232;58391.66667;44887
71.66666667;18004;0.645833333;4325;20222
21.66666667;17021;0.758119658;1483.333333;73054
36.33333333;60625.66667;0.986394558;16233.33333;58624.66667
51;37457.33333;1;12558.33333;2135
3;11484;0.25;1012.5;101489
305.6666667;98522.66667;0.909887613;37400;82384.66667
5;12775.33333;0.975308642;14566.66667;72805
41.33333333;21017;0.976190476;11096.66667;34666.66667
250;119929.6667;0.996254682;26791.66667;66333.33333
346.6666667;126620;0.988403542;11116.66667;180
417.3333333;31114.66667;1;2183.333333;60155
351.6666667;65616;0.980811678;28125;5000
914.3333333;61933;1;42333.33333;180
663;174276.3333;0.974318232;19083.33333;24737.33333
2523.666667;515481.3333;0.9655066;54275;132432.3333
214.6666667;34117.33333;0.952640327;2033.333333;39465.66667
38.33333333;24369;0.941666667;92683.33333;25490
25;20175.66667;0.911111111;4250;63783
79.66666667;13824.33333;0.881578947;587.5;53320
378;21485.66667;0.984390521;32825;63.5
247.3333333;30726;1;1291.666667;2676.666667
88.33333333;87579.33333;0.889905196;17483.33333;15060
1638;67302.33333;1;28908.33333;41993
36.66666667;38905.66667;0.896568628;3550;57442
3841.333333;239414;0.979791996;60450;79997.33333
255.6666667;74120;1;3408.333333;20001
82.66666667;85575.66667;0.992063492;31533.33333;75642.66667
36;99915.33333;0.828180905;1387.5;60
158.6666667;32380;0.985815603;15333.33333;60619
0;828.3333333;1;900;95000
255;43421.66667;0.866721401;3969.666667;256302
201.3333333;65020.66667;0.974985291;14258.33333;26313.33333
27.33333333;36767;0.922055138;5666.666667;63885.66667
86;50548.33333;0.865746492;9141.666667;61920.66667
125.6666667;47801.66667;0.832083333;14577.33333;5051
1430.333333;111819.6667;0.992037191;9966.666667;53656.66667
42.66666667;62413.66667;0.96318743;5216.666667;173492.6667
6.333333333;8893;0.715995116;6092.333333;73517.33333
150;109537;0.959949142;12850;60
199.6666667;353341.3333;0.698518531;13716.66667;58792
271.6666667;208597;0.998435055;5891.666667;359786.3333
12.66666667;25334;0.633333333;3241.666667;87666.66667
462;97774;0.997142941;8925;60
172;201079.3333;0.765985014;3525;308875.3333
1248.333333;229802.3333;0.98930715;42466.66667;220
4.333333333;6730.333333;0.711111111;275;66700
391.3333333;278270.3333;0.812372103;2458.333333;140000
1683.333333;259193;0.993220339;50066.66667;42273
40.66666667;51880;0.561764706;483.3333333;50001
268;134441.3333;0.989058476;8900;1020
5.333333333;9426.666667;0.435897436;12125;73512.33333
42;41617.66667;0.881766382;7666.666667;50491.33333
486.3333333;205415.6667;0.937105912;34716.66667;93223.33333
10.66666667;4219;0.95;7366.666667;696565.3333
40.33333333;29840.33333;0.984681373;11058.33333;167773.3333
8;32339;0.8;9312;50060.66667
204.6666667;94630.66667;0.833182759;32550;4339
0.666666667;4134.333333;0.5;3166.666667;62566.66667
156.3333333;124762;0.917834527;114541.6667;1234
126.3333333;197455.3333;1;137591.6667;55687
8;6565;0.964285714;1750;61780
56;62585.66667;0.849422353;15491.66667;3160
88.66666667;100149;0.822974102;20525;261418
0.333333333;3142.333333;1;650;228469.3333
292.3333333;92140;0.983852299;28266.66667;1984
418.6666667;61171;0.969135803;3641.666667;3360
331.3333333;173677;0.921573987;31277;172681.6667
488.6666667;233120;0.983817451;16578.33333;215390.3333
40.33333333;59872.33333;0.643297968;2416.666667;44898.66667
151;51249;0.996825397;7733.333333;35652.33333
89.66666667;1874.666667;0.982019778;690;55332.33333
16;51408.66667;0.723861284;4058.333333;229134.6667
4.666666667;12811.66667;1;10125;94268
162.3333333;119809;0.93458964;5391.666667;27201.66667
230;87628;0.977411477;29100;5206
141.3333333;28548.33333;0.869067473;2258.333333;137663.3333
1163.333333;109569.6667;1;13450;25901
97.33333333;44667.66667;1;38625;26667.33333
35;47089.66667;0.832684676;5741.666667;206469.3333
103.3333333;58431;0.962962963;1662.5;240
337.3333333;150085;0.985802208;6608.333333;97900.66667
497.6666667;174500.3333;0.411282954;4741.666667;104182.6667
533.3333333;217182.3333;0.965006786;14575;172242.6667
212.3333333;116627.6667;0.998525074;2716.666667;480
9;4604.5;1;2509;193708
2354;52181;0.968822131;11281;16600
100;72231;0.976465092;562.5;60
315.3333333;54004;1;28241.66667;6000
783;53770.33333;1;15541.66667;55
288.3333333;126428.3333;0.886522095;10625;2014
703.6666667;471342.3333;0.225248889;13500;180
13.33333333;32496.33333;0.446158009;4875;99000
2;5479;0.337301587;958.3333333;75683.66667
254.6666667;81553.66667;0.979685759;55633.33333;1238
150;17629.5;1;13541.66667;1600
722.3333333;145931.3333;0.977708656;64194.33333;3032
901;77595.66667;0.99384061;28358.33333;3875
224.3333333;157854;0.802537402;35716.66667;83000
314.6666667;30508.33333;1;26325;10477.66667
17.66666667;8697.666667;0.611111111;3441.666667;3090
41;34379.33333;0.981481482;50108.33333;39327.33333
40.66666667;60795.33333;0.577424242;17508.33333;60
2.333333333;6497;1;412.5;1.00E+05
1079.333333;125454.3333;0.994047619;56316.66667;238163.6667
67;41063.33333;0.886272385;15916.66667;176666.6667
953.6666667;115080.6667;0.964309483;2100;244
13.33333333;12214;1;2908.333333;102000
4;12188.66667;0.146464647;18333.33333;246712.6667
73;63557;0.576698664;6225;75000
179.3333333;95587.33333;0.975664111;1783.333333;251799
519.6666667;121041;0.956516383;5133.333333;240
26.33333333;27007;0.955569239;12283.33333;44047.66667
31.33333333;63936.66667;0.770086155;5033.333333;103170.6667
393.6666667;98203;0.989878234;7175;60
22.33333333;23347.66667;0.958333333;4091.666667;92883.33333
191;60749;0.993367481;15950;18389.33333
102;73781.66667;0.783197832;658.3333333;18244
190.6666667;3972;1;55100;135053.6667
90.66666667;85422;0.855580981;7383.333333;60
5.666666667;7743.666667;0.940476191;1041;129010.6667
84.66666667;49941.33333;0.948015873;10450;196993
18.33333333;22914.66667;0.759259259;10583.33333;174421.3333
1336.333333;146533;0.783795885;4658.333333;13427
19.33333333;21164.66667;0.971014493;1316.666667;179956.6667
733;164603;0.952996595;57316.66667;60
2076.666667;134860.6667;0.95168354;35758.33333;8492
41.33333333;70990;0.990476191;16900;63692.66667
77.33333333;50161.66667;0.974335749;17483.33333;110858.6667
1079.666667;143765;0.989556468;27425;10570
468;84100.66667;1;12658.33333;26751.33333
19.33333333;12282.66667;0.896707348;84875;24605.33333
351.6666667;80705;0.987878788;11116.66667;20000
395;70341.33333;0.971063113;32091.66667;202125.6667
44;26439.33333;0.818783069;10258.33333;210149
245.3333333;22176.33333;1;2808.333333;57977.33333
428.6666667;284901.6667;0.953601954;43816.66667;293043
207.3333333;103666;0.989871087;27725;4215.333333
409;46988.5;1;5612.5;7838
165.3333333;125871.6667;0.522651847;18600;19370.66667
0;493.5;1;325;320450.6667
3.333333333;7760;0.35;850;76698.33333
744.6666667;43682;0.995238095;4216.666667;32190
177.3333333;73686;0.981231621;29816.66667;2091
16.66666667;47272.66667;0.572263993;14208.33333;124321.3333
44.66666667;139249.3333;0.623530864;4016.666667;131431.3333
210.3333333;89363.66667;0.970308931;31833.33333;37904.66667
94;75979.66667;0.996941896;26258.33333;10
679.3333333;36043.66667;1;19408.33333;25001
356;75010;0.940875176;57358.33333;251743.3333
104.3333333;27877;1;8566.666667;50001
506;65472.66667;0.974479314;27200;60
688;190813.3333;1;26191.66667;8933.666667
53;43140.66667;0.995555556;183.3333333;16166.66667
194.3333333;135716.3333;0.825429302;2308.333333;208333.3333
2940;203708.3333;0.992357553;48391.66667;27337
208.6666667;45142;0.978571429;8166.666667;78383
394.3333333;110194.3333;1;23025;17999.33333
1191.333333;248021.6667;0.993089855;46541.66667;150549
1300.666667;57380.33333;1;13708.33333;39403
702.6666667;75600.66667;0.985815603;11483.33333;3366.666667
80.66666667;56916.66667;0.740740741;3008.333333;133334.6667
3183.333333;45230.33333;0.985815603;8975;126980
29.66666667;58545.66667;0.446523054;3908.333333;151250
147.3333333;57951.33333;0.96531077;11433.33333;19146.66667
374.3333333;38018.66667;0.99225153;8550;99036
61.33333333;11534.33333;1;7625;72813.33333
9.666666667;26190.33333;0.787264457;13783.33333;369959.6667
48;43362.66667;0.838031463;18908.33333;217713
19.33333333;24301.66667;0.96969697;2408.333333;96362
108;31312;0.94952381;5000;35003.5
639;103253.3333;1;1400;8169
57.66666667;45921;0.988671275;21075;1840
47.66666667;13786;0.928571429;10916.66667;50040
697;56034;0.942305511;75933.33333;28690.5
151;72679;0.961201098;1800;284939
1201.666667;117069.3333;0.978669639;5266.666667;60
3;2723;1;33917;79823
166;12716;1;34133.33333;24076.5
75.33333333;67302.33333;0.972626812;12783.33333;81926.66667
63;64283.66667;0.84361546;26525;257957
209;147181;0.824674022;35441.66667;720
47.66666667;12143.33333;1;1658.333333;10001
7;1567.666667;1;3847;247392
72.33333333;33943;0.928464023;11408.33333;420
55.66666667;114653.3333;1;57750;150395.3333
198.3333333;162626.6667;0.804069264;1883.333333;107220
521.3333333;74706;0.996168582;6283.333333;240
284.3333333;59241;0.963103521;7291.666667;457368.3333
344.6666667;111230;0.823172906;23075;180
644;146167;0.986525229;58858.33333;296125.6667
1837.666667;109802.3333;0.999142979;31666.66667;120
18.5;9964;0.875;5335;443257
46;99234.66667;0.442622951;94541.66667;20685.66667
252.3333333;86827;0.935802469;10858.33333;83334.33333
1767;40635;0.992842875;19416.66667;119000
141.6666667;65300.66667;0.475290965;21166.66667;72153.33333
14;22755.66667;1;21541.66667;65106.33333
416;110690.3333;1;7558.333333;10001.5
93.33333333;24428;0.827493148;25066.66667;50890
90.33333333;110821.6667;0.967860065;1287.5;630
81.33333333;69458.33333;0.936783217;24575;66668
322.3333333;179631;0.913807531;41959.66667;13500
174.3333333;43630.66667;0.821915901;54141.66667;29920
302;121657.6667;0.995169082;70966.66667;300
190.6666667;69938;0.989704601;8416.666667;15000
20.33333333;42525.66667;0.711745341;6108.333333;52783.66667
980.3333333;66763;1;4783.333333;360
48;42016.33333;0.423001949;10175;87808
2;5852;0.63625731;6608.333333;150294
15.33333333;7127.333333;1;54933.33333;57281.33333
279;69961.33333;0.997035898;82042.33333;480
1;9556;1;23091.66667;59760
123.3333333;31332.66667;1;51875;30234.66667
643;219346.6667;0.861609797;7591.666667;163333.3333
8;16947.33333;0.535042735;275;145460
2631;90828.33333;0.989592733;24550;41424.66667
123;115911.3333;0.876481303;52125;180
198.3333333;52438;0.976045884;12733.33333;134450.6667
39;54758.66667;0.660846561;17550;21333.33333
34.33333333;8574.666667;1;4991.666667;74092
1052.333333;166769;1;34475;62420.66667
49.33333333;14767.66667;0.756613757;2100;68662.66667
212.3333333;50583;0.931105931;34900;103230
492;141639.3333;0.99630838;33308.33333;3260
10.5;23405;0.640909091;10075;75913.66667
34;30585.66667;0.952380952;20233.33333;28923
20.66666667;25836;0.487630488;9375;65002.66667
664.6666667;171996.6667;0.802058799;14800;55512.5
120.3333333;50359.66667;0.988095238;26933.33333;89519.66667
566;78681.66667;1;9691.666667;1362
14.33333333;12043.33333;0.85042735;3100;93087
416.3333333;58873.66667;1;19488;25001
180;96355;0.975182149;291.6666667;60
150.3333333;55689;0.919237673;39183.33333;360
49;32290.33333;0.791394336;4264;61666.66667
631.3333333;110939.6667;0.999325236;25966.66667;74759.66667
16.66666667;25818.66667;0.976190476;6450;47031
42;16753.66667;0.861590909;5146;67337.66667
469;160286.3333;0.994333213;13091.66667;3780
266.3333333;48931.33333;0.995552021;1316.666667;31552
470.3333333;141690.6667;0.795972949;6591.666667;78418.33333
341.3333333;143951.3333;0.995844588;84930.66667;150660
6.666666667;4119.333333;1;38825;21373.33333
386;116492.3333;0.992938755;10541.66667;73395
189.3333333;61965.33333;0.966897741;3158.333333;600
18;41235.33333;0.698062255;56391.66667;10181
70.33333333;11362.33333;1;2850;47268
1;1426;0.5;5954;5420
133;140865.6667;0.924321218;7858.333333;26847.66667
1194;95089.66667;0.998188406;30241.66667;100553.6667
12;33152.33333;1;4616.666667;86553
84.66666667;101941;0.797394839;4250;147000.6667
57.66666667;68088.33333;0.932919255;45916.66667;238588.6667
412.3333333;27313;1;4024;68529.66667
107;56676;1;275;60
68.33333333;12566.66667;1;466.6666667;83465.33333
5;18222.33333;0.357026144;2333.333333;109400
657.6666667;56192.66667;1;30325;106714
16.66666667;41822.33333;0.428835979;29841.66667;270028.3333
83.66666667;75831;0.928779563;25308.33333;2260
133.6666667;35515.66667;1;6575;145681.3333
176;101157;0.665288958;11438.33333;624165.6667
106.6666667;9870;0.718954248;8612.333333;81377.66667
27.33333333;4767.333333;1;641.6666667;84073
392.6666667;448363;0.86487808;17875;156653.3333
321.6666667;56652.33333;1;7900;5113.333333
444.6666667;73853;0.924553787;27941.66667;60
24;70411;0.203311933;48041.66667;81554
258;78649.33333;0.998116761;39691.66667;320
98.33333333;11886.66667;0.973374296;5446.333333;94386
330;104519;0.825200725;5341.666667;224218.6667
44.66666667;21902;0.833333333;2275;118674.6667
227.3333333;318037.6667;0.998062016;72100;3195
249.6666667;42422;1;19391.66667;107759
22.33333333;25343.66667;0.506189717;1891.666667;39153.33333
663;70783;0.954446922;6150;18439.66667
248.3333333;132876.6667;0.794151414;88091.66667;180
44.33333333;50975;0.774200832;3825;245704.3333
11.33333333;40270.66667;0.799242424;3450;6180
1.666666667;4237.666667;1;44316.66667;62686.66667
286;265266;0.871595554;32633.33333;153783.3333
10;22353.5;0.856666667;550;153376.3333
0;163;1;312.5;211403.6667
153.3333333;137005.3333;0.926319949;18691.66667;133334.6667
55.66666667;39436.33333;0.822036151;16091.66667;1260
238.6666667;47424;0.983606557;13458.33333;36821.33333
317.3333333;102719.3333;1;3341.666667;1260
970.3333333;118662.3333;0.996240496;16575;2282.333333
3;11688;0.666666667;12725;24655
79.33333333;62612.66667;0.984357599;20150;26059.33333
2;16100.66667;0.369318182;3341.666667;69753.33333
6;11894.66667;0.939393939;28625;50078.66667
416.3333333;70862.66667;1;4466.666667;2027.5
190.6666667;29936.33333;1;6208.333333;66593
20.66666667;67134;1;32200;25120
68.33333333;96254;0.964646465;25658.33333;56636.66667
121.3333333;24995;1;55183.33333;16080.66667
1.333333333;5311;0.680555556;11108.33333;312845.6667
70;8495.666667;0.972657708;1700;62320
65.66666667;56303.33333;0.909569161;14766.66667;60
177.6666667;82994.33333;0.956790124;2062.5;5737
75.33333333;4875;0.933333333;2350;112666.6667
182.3333333;87128.33333;0.877039822;8033.333333;308874.6667
96.33333333;68671.66667;0.819398657;92208.33333;360
297.3333333;29327.66667;0.723148148;7566.666667;42030
430.6666667;233972;0.9455022;16525;251882
439;89337.66667;0.843189584;29808.33333;1991.5
533;227762.3333;0.999076639;32200;25000
34.66666667;22250.66667;0.972363946;37950;2073.5
0;408;1;1250;96250
117.3333333;71635.33333;1;38032.33333;94666.66667
336.6666667;59844.66667;0.99759323;16683.33333;16533.66667
104.6666667;26687.33333;0.910790598;21333.33333;958.6666667
1639.666667;245071;0.905075085;10033.33333;80333.33333
32.33333333;17423.33333;0.979863222;1516.666667;325804.3333
18.66666667;35839.33333;0.913327199;975;93250
11.5;10386.5;0.954545455;12100;39684.66667
54.33333333;72223;0.698826104;25533.33333;660
18;9821;1;13291.66667;35931
203;10181;1;137.5;77477.33333
277;67537.66667;0.997088792;758.3333333;120
19;17389;0.875787913;3032.666667;155590.6667
758.3333333;239318;0.991024778;83608.33333;60
191.6666667;51305;0.967592593;35600;16333.33333
1123.333333;63970.66667;1;21800;23399
15.33333333;12070;0.827301587;29104;80639.66667
249;113464.3333;0.966498883;48000;1740
1083.666667;23139;1;6704.666667;84863.33333
2466.666667;245783;0.997640406;57982.66667;19000
39.33333333;18384;0.983333333;4216.666667;63554.33333
22;14737.66667;0.414285714;6000;50001
109.6666667;65706.33333;0.978115198;2658.333333;10740
42;11756.66667;0.975274725;10253.33333;21717
209.3333333;78058.66667;0.929314724;14475;117875
440;98817;0.992605662;9237.5;30004
23.33333333;47459.66667;1;48725;27613.33333
0.5;1641;0.75;2921;63392.33333
336.3333333;30091;1;2158.333333;20001
23.66666667;6339.666667;1;3358.333333;64128
60.33333333;100706;0.932400082;11883.33333;94249
369.3333333;110779.3333;0.603775786;9175;60000
1889;78131.66667;0.999318337;23183.33333;1740
333.3333333;80423;0.875493026;22641.66667;19045
70.66666667;84196;0.907943823;7058.333333;3660
3.666666667;7624.666667;0.981481482;75816.66667;36652.33333
612.3333333;41621;0.884920635;49366.66667;9995
9.5;12930;1;63987.5;29234
937.3333333;78535.33333;1;17025;23367
179;32552.33333;0.984193343;30366.66667;840
318.6666667;131190;0.944311669;15091.66667;154476
21;49697;0.993464052;9625;57251.66667
380;78561.33333;0.963485017;4133.666667;62500
22.66666667;19293;0.984126984;47454;30571
234.3333333;19657.66667;1;14116.66667;73306.66667
62.33333333;96756.66667;0.848359917;33158.33333;13901
72;59144.66667;0.553257924;28066.66667;17290.33333
15.33333333;9830.666667;0.692592593;9532.666667;143082.3333
8;63000;0;650;48148.5
483.3333333;92778.66667;0.997474748;12091.66667;9766
17.33333333;33795.33333;0.63266631;1741.666667;120
569.3333333;92203.33333;0.88144806;62166.66667;28117.66667
2.333333333;5108.333333;0.733333333;14875;124307
106.3333333;65555;0.968519954;17458.33333;60
1;2063;1;3900;292758.6667
202.6666667;75803.66667;0.993535326;49883.33333;73
848.3333333;126713.6667;0.981041459;4358.333333;1528
9;23256.33333;0.679545455;12400;15757
53;56948.33333;0.584795322;23458.33333;25037.33333
924.6666667;82971.33333;0.997222222;11250;60
58.66666667;22466.66667;1;19283.33333;14690.66667
156.3333333;153507.3333;0.554781871;19966.66667;170062
117;40002.5;0.995412844;287.5;3020
9;11870.66667;0.961148649;79166.66667;5280
36.33333333;23108.33333;0.967063492;23314.66667;50001
1416.333333;189997.3333;0.975229652;8366.666667;7970
1463;223591.3333;0.988540896;9933.333333;88333.33333
123.3333333;7799;0.981944444;183.3333333;99000
29.33333333;5327.333333;1;7800;151435.5
109.6666667;39873.33333;0.934831461;66758.33333;5640
1.333333333;7235;0.809259259;825;120300.6667
324.6666667;42891;1;825;7633.333333
1381;132418;1;5966.666667;2753.333333
2;5769.666667;0.962962963;6125;79327.66667
208;127989.3333;0.81427331;3608.333333;112420.5
61;78291;0.71477591;16533.33333;300
85.66666667;86879.66667;0.437356681;49141.66667;40263.66667
4;5336;1;1925;134867
179.6666667;31592;1;1591.666667;25028
89.66666667;141163.6667;0.659422579;32450;1680
79.66666667;29650.33333;0.901895206;66916.66667;41623.33333
146;44729.33333;0.861742424;13083.33333;2010
86.66666667;46675.66667;0.513669905;23750;49655.66667
220;17841.66667;1;27933.33333;67469.33333
1194.333333;396969.6667;0.676975108;31416.66667;122571.3333
8.333333333;15151.33333;0.272664835;11366.66667;108770
29.66666667;45618.66667;0.831428571;7516.666667;83002.33333
22.33333333;14663.33333;0.921081812;3541.666667;74681.33333
562.3333333;669882.6667;0.875711825;35983.33333;133423.3333
1507;169267.3333;1;9725;27244.33333
59.33333333;42557;0.970239279;21029.33333;9493.333333
399.3333333;131508.3333;1;12383.33333;15785
39;33557.66667;1;25300;360
653.3333333;123315;0.977124188;7741.666667;26481
1531;156844.3333;1;3266.666667;35801.33333
379.3333333;225511.3333;0.999213837;58073;31690
7;8810.333333;0.368253968;13297;204058
39.33333333;33391.66667;0.926984127;12741.66667;51976.33333
720;149224;0.996969697;36866.66667;37347
25;18310;0.944444444;27448;55323
68.66666667;55774.33333;0.670175439;6150;10355.5
175.6666667;52481.33333;0.975600077;7816.666667;33334.66667
100.3333333;46737.33333;0.991380269;27124.66667;19526.33333
0;1743.5;0.633333333;906.3333333;93333.33333
822;134040.6667;0.957125842;34741.66667;2040
114;15257.33333;0.951024488;31166.66667;57560
952.3333333;25528.66667;0.958333333;4412;417242.6667
30.66666667;31044;1;5191.666667;21175.5
1097.333333;66119;0.981760188;12025;103911.3333
186;105604.6667;0.971051051;20700;115460
248.6666667;90257;1;25308.33333;3272
145.3333333;27417;0.800617284;5766.666667;80336.66667
136;95185.66667;0.931902443;55108.33333;300
8;10129;1;4990.666667;208050.6667
3;12046.5;0.525641026;2475;32301.33333
77.66666667;39047.33333;0.921750182;7258.333333;66135
26.66666667;36889.33333;0.764808559;14691.66667;33780
98.33333333;61617.33333;1;32166.66667;8340
16.33333333;44470.66667;0.901899614;35616.66667;60
12.66666667;10702.33333;0.171428571;537;104194.3333
11.33333333;35956.66667;0.679413179;5150;264600
5;4278;0.6;508;12788.33333
28;29656.66667;0.752884615;8591.666667;176118.3333
160.6666667;47224.33333;0.739695809;11291.66667;50834
3036;139502.6667;1;16066.66667;7844.333333
77;53548;0.979166667;16750;253553.6667
212.6666667;24586.66667;0.945767196;33033.33333;576
0;575;1;1650;75358.33333
1200;8113;1;1466.666667;80604
116.3333333;145862.6667;0.994871795;22383.33333;90
70.66666667;150161;0.994791667;41516.66667;13603.33333
6.666666667;5498.666667;0.805555556;458;94993
27;40698.66667;0.893246187;6725;91756.66667
98;99504;0.992032023;7300;150
898.6666667;179179.3333;0.86231827;8141.666667;60
662.6666667;115002;1;113033.3333;71450.33333
8.333333333;11914.66667;0.57995338;1975;75313.33333
156.6666667;24302.66667;0.952380952;987.5;88054.66667
105.3333333;60894.66667;0.981968811;4683.333333;66220
540;83412;0.942853176;15008.33333;18069.66667
764.6666667;128639.3333;0.538127095;19633.33333;133655
2.666666667;3201.666667;1;3400;56351
91.66666667;108190.3333;0.985507246;6875;28401
218;17451.33333;1;65298;33808.66667
1211;94362.33333;0.964388179;57416.66667;120
56.66666667;75626.66667;0.887346939;20025;12530.5
47.66666667;21465;0.919047619;18233.33333;42472
111.3333333;47015.33333;0.996336996;40750;55000
0;495;0;1100;154471.3333
3.5;14373;0.444444444;458.3333333;126522.6667
128.3333333;263729.6667;1;2541.666667;7087.666667
271.3333333;44136.66667;0.969517544;28825;5647.5
10.66666667;10153;0.734920635;16733.33333;250222.6667
288.6666667;369765;0.893494068;9225;150
898.6666667;186871.6667;0.942354853;44666.66667;133166.6667
0.5;6729.5;0.5;1925;60476.66667
18.33333333;53689;0.877073383;17416.66667;1876
16;50892;0.786412512;58966.66667;1020
